id,y,x
141,30.365558,-90.210513
142,30.365592,-90.207337
143,30.365625,-90.204161
144,30.365659,-90.200985
145,30.365692,-90.197808
146,30.365726,-90.194632
147,30.365759,-90.191456
148,30.365792,-90.18828
149,30.365825,-90.185103
150,30.365858,-90.181927
151,30.365891,-90.178751
152,30.365924,-90.175575
153,30.365957,-90.172398
