id,y,x
114,30.309061,-90.263787
115,30.31149,-90.262309
116,30.313919,-90.260831
117,30.316349,-90.259353
118,30.318778,-90.257874
119,30.321206,-90.256396
120,30.323623,-90.254897
121,30.325681,-90.252796
122,30.327739,-90.250695
123,30.329797,-90.248594
124,30.331854,-90.246493
125,30.333912,-90.244392
126,30.33597,-90.24229
127,30.338027,-90.240189
128,30.340085,-90.238087
129,30.342142,-90.235986
130,30.344199,-90.233884
